REPORTID,ID,KATEGORIE,SORTIERUNG,TEXT
"186e62769ecroot","372723457321533","Literatur",18,"Es wird jeweils die aktuellste Auflage zu Grunde gelegt.
- Grunwald, Klaus: Zum Management von Einrichtungen der Sozialen Arbeit unter organisationssoziologischer Perspektive, in: Grunwald, Klaus (Hrsg.): Vom Sozialmanagement zum Management des Sozialen? Eine Bestandsaufnahme, Baltmannsweiler 2009, S. 85-138
- Grunwald, Klaus: Lebensweltorientierte und organisationssoziologische Perspektiven auf Organisation(en) als Beitrag einer kritischen Sozialen Arbeit, in: Dörr, Margret / Füssenhäuser, Cornelia / Schulze, Heidrun (Hrsg.): Biografie und Lebenswelt. Perspektiven einer Kritischen Sozialen Arbeit, Wiesbaden 2015, S. 53-68
- Roß, Paul-Stefan: Demokratie weiter denken. Reflexionen zur Förderung bürgerschaftlichen Engagements in der Bürgerkommune, Baden-Baden 2012
- Grunwald, Klaus / Roß, Paul Stefan: „Governance Sozialer Arbeit“. Versuch einer theoriebasierten Handlungsorientierung für die Sozialwirtschaft, in: Tabatt-Hirschfeldt, Andrea (Hrsg.): Öffentliche und Soziale Steuerung - Public Management und Sozialmanagement im Diskurs, Baden-Baden 2014, S. 17-64
"
"186e62769ecroot","372723492120535","Besonderheiten",14,"Im Rahmen des Selbststudiums während der Lehrveranstaltung wird die Bearbeitung von Pflichtlektüre mit zugehörigen Ausarbeitungen erwartet."
"186e62769ecroot","372723492120535","Fachkompetenz",4,"-"
"186e62769ecroot","372723492120535","Handlungskompetenz",11,"- Die Studierenden sind in der Lage, eine Organisation bzw. eine Organisationseinheit (z. B. Team, Bereich) zu analysieren.
- Die Studierenden können eine Organisationsdiagnose anregen, in Auftrag geben und diese fachlich bewerten.
- Die Studierenden können Organisationsentwicklungsmaßnahmen planen, umsetzen und evaluieren.
 - Die Studierenden können auf der Grundlage verschiedener Führungstheorien Teams leiten und Personal entwickeln.
"
"186e62769ecroot","372723492120535","Lehrform",47,"-"
"186e62769ecroot","372723492120535","Lehrinhalte (nur im Sozialwesen)",15,"-"
"186e62769ecroot","372723492120535","Literatur",31,"-"
"186e62769ecroot","372723492120535","Methodenkompetenz",40,"• Die Studierenden können als Führungskräfte Verantwortung übernehmen. 
• Die Studierenden können Ziele klar formulieren und vorgeben.
• Die Studierenden können Entscheidungen treffen und durchsetzen.
• Die Studierenden verfügen über Selbstmanagementkompetenz und können Teams organisieren.
• Die Studierenden können als Führungskraft eine Vorbildfunktion einnehmen
• Die Studierenden können Probleme konstruktiv und kreativ lösen. 
• Die Studierenden können Visionen bzgl. der Aufgaben sowie der Zusammenarbeit für Ihren Bereich in der Organisation entwickeln.
"
"186e62769ecroot","372723492120535","Personale und Soziale Kompetenz",41,"• Die Studierenden sind vor dem Hintergrund der verschiedenen Menschenbilder im Kontext Führung in der Lage, ihre eigene Rolle zu reflektieren.
• Die Studierenden können zwischen Zielen der Organisation und den Bedürfnissen von Mitarbeiterinnen und Mitarbeitern unterscheiden und situationsspezifische Prioritäten setzten.
• Die Studierenden können sich in die Lage ihrer Mitarbeiterinnen und Mitarbeiter hineinversetzen (Perspektive-Übernahme).
• Die Studierenden wissen, wie Führungskräfte Mitarbeiterinnen und Mitarbeiter bzgl. deren Kompetenzen und Fähigkeiten einschätzen und platzieren können. 
• Die Studierenden haben ein Verständnis für die Leitungsaufgaben entwickelt und sind sich ihrer Verantwortung als Führungskraft gegenüber ihren Mitarbeiterinnen und Mitarbeitern bewusst.
• Die Studierenden können Gruppen moderieren und Personalgespräche führen.
"
"186e62769ecroot","372723492120535","Sachkompetenz",5,"-"
"186e62769ecroot","372723492120535","Selbstkompetenz",8,"- Die Studierenden können als Führungskräfte Verantwortung übernehmen. 
- Die Studierenden können Ziele klar formulieren und vorgeben.
- Die Studierenden können Entscheidungen treffen und durchsetzen.
- Die Studierenden verfügen über Selbstmanagementkompetenz und können Teams organisieren.
- Die Studierenden können als Führungskraft eine Vorbildfunktion einnehmen
- Die Studierenden können Probleme konstruktiv und kreativ lösen. 
- Die Studierenden können Visionen bzgl. der Aufgaben sowie der Zusammenarbeit für Ihren Bereich in der Organisation entwickeln.
"
"186e62769ecroot","372723492120535","Sozial-ethische Kompetenz",7,"- Die Studierenden sind vor dem Hintergrund der verschiedenen Menschenbilder im Kontext Führung in der Lage, ihre eigene Rolle zu reflektieren.
- Die Studierenden können zwischen Zielen der Organisation und den Bedürfnissen von Mitarbeiterinnen und Mitarbeitern unterscheiden und situationsspezifische Prioritäten setzten.
- Die Studierenden können sich in die Lage ihrer Mitarbeiterinnen und Mitarbeiter hineinversetzen (Perspektive-Übernahme).
- Die Studierenden wissen, wie Führungskräfte Mitarbeiterinnen und Mitarbeiter bzgl. deren Kompetenzen und Fähigkeiten einschätzen und platzieren können. 
- Die Studierenden haben ein Verständnis für die Leitungsaufgaben entwickelt und sind sich ihrer Verantwortung als Führungskraft gegenüber ihren Mitarbeiterinnen und Mitarbeitern bewusst.
- Die Studierenden können Gruppen moderieren und Personalgespräche führen.
"
"186e62769ecroot","372723492120535","Übergreifende Handlungskompetenz",9,"-"
"186e62769ecroot","372723492120535","Voraussetzungen",23,"Zusätzliche Voraussetzung für die Belegung im Rahmen eines Masterstudiums: Bachelorabschluss mit 180 ECTS
Alle im Rahmen des Zulassungsprozesses durch die jeweilige Wissenschaftliche Leitung festgelegten Grundlagenmodule sind erfolgreich abgeschlossen.
Die Voraussetzung zur Teilnahme am Modul im Rahmen des Zertifikatsprogramms erfüllt, wer über eine in der Regel mindestens einjährige einschlägige Berufserfahrung verfügt, die zeitlich nach dem Erwerb des Abschlusses des Hochschulstudiums liegt. Die Mindestqualifikation muss Niveau 6 des DQR entsprechen.
"
"186e62769ecroot","372723492120535","Wissenskompetenz",10,"- Die Studierenden kennen die zentralen Theorien der Arbeits- und Organisationspsychologie.
- Die Studierenden kennen Methoden der Organisationsanalyse und der Organisationsentwicklung.
- Die Studierenden kennen die wesentlichsten Instrumente der Personalführung. Die Studierenden kennen verschiedene Methoden der Personal- und Teamentwicklung.
- Die Studierenden kennen die Entstehungsbedingungen, die Erscheinungsbilder und die Interventionsmöglichkeiten bei arbeitsspezifischen Problemen von Mitarbeiterinnen und Mitarbeitern (z.B. Mobbing, Burnout).
"
"186e62769ecroot","372723522101539","Lehrinhalte",17,"Organisation gestalten
- Organisationsdiagnose in der Praxis
- Kommunikation, Konflikte, Klima, Kultur in Organisationen
- Corporate Identity / Commitment
- Teamarbeit, Moderation von Gruppen
- Organisationsentwicklung
- Organisationspsychologische Theorien der Arbeitszufriedenheit

Theorien und Instrumente der Führung Organisationspsychologische Führungstheorien
- Ethik, Menschenbild und Führungsrolle
- Führungsinstrumente: Delegieren, Leistungsbeurteilung, MitarbeiterInnengespräch, Zielvereinbarung
- Organisationspsychologische Theorien der Arbeitsmotivation
- Work-Life-Balance, Mobbing, Burnout
- Umgang mit Mitarbeiter*innen mit problematischem Verhalten („Schwierige Mitarbeiter*innen, Mitarbeiter*innen mit psych. Störungen“)
"
"186e62769ecroot","372723522101539","Literatur",18,"Es wird jeweils die aktuellste Auflage zu Grunde gelegt.
- Burisch, M. (2014). Das Burnout-Syndrom (5. Aufl.). Heidelberg: Springer. 
- Glasl. F. (2020). Konfliktmanagement. (12. Aufl.) Bern: Haupt.
- Grunwald, K. & Steinbacher, E. (2007). Organisationsgestaltung und Personalführung in den Erziehungshilfen. Grundlagen und Praxismethoden. Weinheim, München: Juventa.
- Kals, E. & Gallenmüller-Roschmann, J. (2011). Arbeits- und Organisationspsychologie. Kompakt. (2. Aufl.) Weinheim: Beltz.
- Litzcke, S.M. & Schuh, H. (2013). Stress, Mobbing, Burn-out am Arbeitsplatz. (6. Aufl.). Heidelberg: Springer.
- Nerdinger, F. W., Blickle, G. & Schaper, N. (2014). Arbeits- und Organisationspsychologie. (3. Aufl.). Heidelberg: Springer.
- Schuler, H. (2014). Lehrbuch der Personalpsychologie. (3. Aufl.) Göttingen: Hogrefe.
- Seifert, J. W. (2011). Visualisieren Präsentieren Moderieren. (30. Aufl.). Offenbach: Gabal.
- Treier, M. (2011). : Wirtschaftspsychologische Grundlagen für Personalmanagement: Fach- und Lehrbuch zur modernen Personalarbeit. Berlin: Springer 2019
- Watzlawick, P., Beavin, J. H. & Jackson, D. D. (2016). Menschliche Kommunikation. Formen. Störungen. Paradoxien.
(13. Aufl.) Bern: Hans Huber.
- Weinert, A. B. (2015). Organisations- und Personalpsychologie. Ein Lehrbuch. (6. Aufl.) Weinheim: Beltz.
- Schirmer, U./ Woydt, S.: Mitarbeiterführung. Heidelberg Springer (4. Aufl. 2022 (in Vorb.)"
"186e62769ecroot","372723553122541","Handlungskompetenz",11,"- Die Studierenden sind in der Lage, ausgewählte Instrumente der wirtschaftlichen Steuerung und des Risikomanagements auf ihre Passung zu den Anwendungssituationen hin zu prüfen und in der Praxis anzuwenden.
- Grundstrategien der Sicherung und Gewinnung finanzieller Ressourcen können von ihnen umgesetzt werden.  
"
"186e62769ecroot","372723553122541","Lehrform",47,"-"
"186e62769ecroot","372723553122541","Lehrinhalte (nur im Sozialwesen)",15,"-"
"186e62769ecroot","372723553122541","Literatur",31,"-"
"186e62769ecroot","372723553122541","Methodenkompetenz",40,"• Die Studierenden haben Reflexions- und Handlungssicherheit im Einsatz von Instrumenten zur Finanzierung, des Controllings und des Risikomanagements im Rahmen einer betrieblichen Gesamtstrategie governentieller Steuerung erworben und so ihre Professionalität erweitert.
• Sie sind in der Lage, ihr Handeln unter strategischen, normativen und operativen Gesichtspunkten zu reflektieren 
"
"186e62769ecroot","372723553122541","Besonderheiten",14,"In Modul SMGSA_07 werden eingangs die theoretischen Grundlagen für die Module SMGSA_07, SMGSA_08 und SMGSA_09 gelegt. Die Lehrinhalte werden in den Kontext der Unternehmensführung eingebettet und dazu die betrieblichen Funktionen als Referenzrahmen gewählt. Dieses Modul widmet sich überwiegend der betrieblichen Funktion „Finanzmanagement“. Über das Thema „Risikomanagement“ erfolgt eine Überleitung zu Integrierten Managementsystemen sowie zu weiteren betrieblichen Funktionen in Modul SMGSA_08 und SMGSA_09, die über das Thema „Finanzierung“ hinausgehen.

Prüfungsleistung: Mündliche Prüfung (30 Minuten)."
"186e62769ecroot","372723553122541","Fachkompetenz",4,"-"
"186e62769ecroot","372723553122541","Personale und Soziale Kompetenz",41,"• Die Studierenden kennen die Dilemmata ihrer Arbeit zwischen Ökonomie und Sozialem.
• Sie vermögen mit diesen Widersprüchlichkeiten und Paradoxien balanciert umzugehen, ohne die normativ-ethische Grundorientierung (Berufsethos; Berufsethik) dem Primat des Handelns zu opfern.  
"
"186e62769ecroot","372723553122541","Sachkompetenz",5,"-"
"186e62769ecroot","372723553122541","Selbstkompetenz",8,"- Die Studierenden haben Reflexions- und Handlungssicherheit im Einsatz von Instrumenten zur Finanzierung, des Controllings und des Risikomanagements im Rahmen einer betrieblichen Gesamtstrategie governentieller Steuerung erworben und so ihre Professionalität erweitert.
- Sie sind in der Lage, ihr Handeln unter strategischen, normativen und operativen Gesichtspunkten zu reflektieren 
"
"186e62769ecroot","372723553122541","Sozial-ethische Kompetenz",7,"- Die Studierenden kennen die Dilemmata ihrer Arbeit zwischen Ökonomie und Sozialem.
- Sie vermögen mit diesen Widersprüchlichkeiten und Paradoxien balanciert umzugehen, ohne die normativ-ethische Grundorientierung (Berufsethos; Berufsethik) dem Primat des Handelns zu opfern.  
"
"186e62769ecroot","372723553122541","Übergreifende Handlungskompetenz",9,"-"
"186e62769ecroot","372723553122541","Voraussetzungen",23,"Zusätzliche Voraussetzung für die Belegung im Rahmen eines Masterstudiums: Bachelorabschluss mit 180 ECTS
Alle im Rahmen des Zulassungsprozesses durch die jeweilige Wissenschaftliche Leitung festgelegten Grundlagenmodule sind erfolgreich abgeschlossen.
Die Voraussetzung zur Teilnahme am Modul im Rahmen des Zertifikatsprogramms erfüllt, wer über eine in der Regel mindestens einjährige einschlägige Berufserfahrung verfügt, die zeitlich nach dem Erwerb des Abschlusses des Hochschulstudiums liegt. Die Mindestqualifikation muss Niveau 6 des DQR entsprechen.
"
"186e62769ecroot","372723553122541","Wissenskompetenz",10,"- Die Studierenden kennen die betrieblichen Funktionen und das St. Gallener Managementmodell als eine Grundlage des Managements sozial(wirtschaftlich)er Organisationen.
- Sie sind mit Fragen der Sicherung und Gewinnung finanzieller Ressourcen sozial(wirtschaftlich)er Organisationen vertraut."
"186e62769ecroot","372723586019545","Lehrinhalte",17,"Die betrieblichen Funktionen (Überblick)
- Das St. Gallener Managementmodell als systemischer Referenzrahmen der Unternehmensführung
- Ebenen (strategisches, normatives, operatives) und
- Aufgaben des Managements (Planen, Organisieren, Entscheiden...)
- Grundlagen Finanzierung, internes und externes Rechnungswesen
- Operatives Controlling
- Fundraising: Förderinstitutionen, Förderzwecke
- Risikomanagement: Risikobereiche, Risikomanagementprozesse, Risikomanagementsystem
"
"186e62769ecroot","372723586019545","Literatur",18,"Es wird jeweils die aktuellste Auflage zu Grunde gelegt.
- Bleicher, Knut: Das Konzept integriertes Management. Visionen - Missionen - Programme, 8., aktualisierte und erweiterte Auflage des Standardwerks, Frankfurt/New York 2011
- Halfar, B.; Moos, G. & Schellberg, K. (2020). Controlling in der Sozialwirtschaft. Handbuch. 2. aktualisierte Auflage. Baden-Baden: Nomos. 
- Rüegg-Stürm, J. & Grand, S.(2020). Das St. Gallener Management-Modell. Management in einer komplexen Welt. 2. überarbeitete Aufkage, Bern: MTB.
- Grunwlad, K. & Langer, A. (Hrsg) (2018): Sozialwirtschaft. Handbuch für Wissenschaft und Praxis. Baden-Baden: Nomos.
"
"186e62769ecroot","372723611046547","Besonderheiten",14,"Die in Modul SMGSA_07 vorgestellte Systematik der betrieblichen Funktionen wird weiter inhaltlich gefüllt. Dazu wird nach dem Finanzmanagement in Modul SMGS_07 insbesondere auf die Funktionen Personalmanagement und Marketing eingegangen, Verhandlungsführung als besondere Managementaufgabe aufgegriffen und eine Überleitung zu den strategischen Inhalten in Modul SMGSA_09 hergestellt. 

Prüfungsleistung: Mündliche Prüfung (30 Minuten)."
"186e62769ecroot","372723611046547","Fachkompetenz",4,"-"
"186e62769ecroot","372723611046547","Handlungskompetenz",11,"- Die Studierenden sind in der Lage, ausgewählte Instrumente der Personalauswahl und des Marketings zu den Anwendungssituationen hin zu prüfen und in der Praxis anzuwenden.
- Sie sind in der Lage, Strategien für Verhandlungen und die zukünftige Ausrichtung von Sozialunternehmen zu entwickeln und diese einzusetzen."
"186e62769ecroot","372723611046547","Lehrform",47,"-"
"186e62769ecroot","372723611046547","Lehrinhalte (nur im Sozialwesen)",15,"-"
"186e62769ecroot","372723611046547","Literatur",31,"-"
"186e62769ecroot","372723611046547","Methodenkompetenz",40,"• Die Studierenden haben Reflexions- und Handlungssicherheit im Einsatz von Instrumenten des Sozialmanagements im Rahmen einer betrieblichen Gesamtstrategie governentieller Steuerung bzw. bei der Erbringung innovativer sozialer Dienstleistungen erworben und so ihre Professionalität erweitert.
• Sie sind in der Lage, ihr Handeln unter strategischen, normativen und operativen Gesichtspunkten zu reflektieren. 
"
"186e62769ecroot","372723611046547","Personale und Soziale Kompetenz",41,"• Die Studierenden kennen die Dilemmata ihrer Arbeit zwischen Ökonomie und Sozialem und sind in der Lage, Unternehmen zukunftsfähig zu organisieren.
• Sie vermögen mit den Widersprüchlichkeiten und Paradoxien zwischen Ökonomie und Sozialem, aktuellen Anforderungen und zukünftigen Entwicklungen balanciert umzugehen, ohne die normativ-ethische Grundorientierung (Berufsethos; Berufsethik) dem Primat des Handelns zu opfern.   
"
"186e62769ecroot","372723611046547","Sachkompetenz",5,"-"
